meter_urn,period_type,period_label,column_a,column_b,corr,abs_corr,rank
H1.Z10,yearly,2018,W,W_in,1.0,1.0,1
H1.Z10,yearly,2018,WQ,WQ_out,-0.999992,0.999992,2
H1.Z10,yearly,2018,W,WQ_out,0.999739,0.999739,3
H1.Z10,yearly,2018,WQ_out,W_in,0.999739,0.999739,4
H1.Z10,yearly,2018,W,WQ,-0.999676,0.999676,5
H1.Z10,yearly,2018,WQ,W_in,-0.999676,0.999676,6
H1.Z10,yearly,2018,Igc,Igm,0.999171,0.999171,7
H1.Z10,yearly,2018,I1,P1,0.997674,0.997674,8
H1.Z10,yearly,2018,I3,P3,0.996533,0.996533,9
H1.Z10,yearly,2018,I2,P2,0.995851,0.995851,10
H1.Z10,yearly,2018,W,WQ_in,0.995072,0.995072,11
H1.Z10,yearly,2018,WQ_in,W_in,0.995072,0.995072,12
H1.Z10,yearly,2018,U1,U2,0.994059,0.994059,13
H1.Z10,yearly,2018,WQ_in,WQ_out,0.993744,0.993744,14
H1.Z10,yearly,2018,WQ,WQ_in,-0.993265,0.993265,15
H1.Z10,yearly,2018,I3,P,0.988755,0.988755,16
H1.Z10,yearly,2018,U1,U3,0.986349,0.986349,17
H1.Z10,yearly,2018,P,P3,0.984384,0.984384,18
H1.Z10,yearly,2018,U2,U3,0.981831,0.981831,19
H1.Z10,yearly,2018,I2,P,0.974073,0.974073,20
H1.Z10,yearly,2018,Ah,Dp,0.96932,0.96932,21
H1.Z10,yearly,2018,Ta,rho,-0.966631,0.966631,22
H1.Z10,yearly,2018,P,P1,0.966357,0.966357,23
H1.Z10,yearly,2018,I1,P,0.965417,0.965417,24
H1.Z10,yearly,2018,P,P2,0.964354,0.964354,25
H1.Z10,yearly,2018,H,Ta,0.959319,0.959319,26
H1.Z10,yearly,2018,I2,I3,0.957292,0.957292,27
H1.Z10,yearly,2018,I2,P3,0.947153,0.947153,28
H1.Z10,yearly,2018,I1,I3,0.945774,0.945774,29
H1.Z10,yearly,2018,I3,P1,0.944747,0.944747,30
H1.Z10,yearly,2018,I3,P2,0.944165,0.944165,31
H1.Z10,yearly,2018,H,rho,-0.941897,0.941897,32
H1.Z10,yearly,2018,P2,P3,0.938119,0.938119,33
H1.Z10,yearly,2018,P1,P3,0.936017,0.936017,34
H1.Z10,yearly,2018,PF,PF2,0.934,0.934,35
H1.Z10,yearly,2018,I1,P3,0.933532,0.933532,36
H1.Z10,yearly,2018,Dp,H,0.925419,0.925419,37
H1.Z10,yearly,2018,Ah,H,0.915519,0.915519,38
H1.Z10,yearly,2018,I1,I2,0.909561,0.909561,39
H1.Z10,yearly,2018,I2,P1,0.904114,0.904114,40
H1.Z10,yearly,2018,I1,P2,0.88412,0.88412,41
H1.Z10,yearly,2018,P1,P2,0.881628,0.881628,42
H1.Z10,yearly,2018,PF,PF1,0.848238,0.848238,43
H1.Z10,yearly,2018,Dp,rho,-0.814303,0.814303,44
H1.Z10,yearly,2018,Dp,Ta,0.808386,0.808386,45
H1.Z10,yearly,2018,I1,Q,0.802056,0.802056,46
H1.Z10,yearly,2018,P1,Q,0.795519,0.795519,47
H1.Z10,yearly,2018,f,H,0.791896,0.791896,48
H1.Z10,yearly,2018,f,Dp,0.785711,0.785711,49
H1.Z10,yearly,2018,Ah,rho,-0.770833,0.770833,50
H1.Z10,yearly,2018,I3,Q,0.766966,0.766966,51
H1.Z10,yearly,2018,Ah,Ta,0.765441,0.765441,52
H1.Z10,yearly,2018,PF1,PF2,0.764763,0.764763,53
H1.Z10,yearly,2018,f,Ah,0.75179,0.75179,54
H1.Z10,yearly,2018,P3,Q,0.750045,0.750045,55
H1.Z10,yearly,2018,P,Q,0.749779,0.749779,56
H1.Z10,yearly,2018,f,Ta,0.746177,0.746177,57
H1.Z10,yearly,2018,f,rho,-0.710201,0.710201,58
H1.Z10,yearly,2018,I2,Q,0.679606,0.679606,59
H1.Z10,yearly,2018,P2,Q,0.639162,0.639162,60
H1.Z10,yearly,2018,Igm,Ua,-0.624524,0.624524,61
H1.Z10,yearly,2018,Igc,Ua,-0.615457,0.615457,62
H1.Z10,yearly,2018,Ta,Ua,-0.593472,0.593472,63
H1.Z10,yearly,2018,PF,PF3,0.589308,0.589308,64
H1.Z10,yearly,2018,Igm,Ta,0.538315,0.538315,65
H1.Z10,yearly,2018,Ua,rho,0.533642,0.533642,66
H1.Z10,yearly,2018,Igc,Ta,0.533294,0.533294,67
H1.Z10,yearly,2018,PF1,PF3,0.512296,0.512296,68
H1.Z10,yearly,2018,PF2,PF3,0.503551,0.503551,69
H1.Z10,yearly,2018,WQ,f,-0.500192,0.500192,70
H1.Z10,yearly,2018,WQ_out,f,0.498459,0.498459,71
H1.Z10,yearly,2018,W,f,0.495551,0.495551,72
H1.Z10,yearly,2018,W_in,f,0.495551,0.495551,73
H1.Z10,yearly,2018,Igm,rho,-0.489496,0.489496,74
H1.Z10,yearly,2018,Igc,rho,-0.484774,0.484774,75
H1.Z10,yearly,2018,U3,W,0.463138,0.463138,76
H1.Z10,yearly,2018,U3,W_in,0.463138,0.463138,77
H1.Z10,yearly,2018,U3,WQ_out,0.462449,0.462449,78
H1.Z10,yearly,2018,U3,WQ,-0.462389,0.462389,79
H1.Z10,yearly,2018,U3,WQ_in,0.455127,0.455127,80
H1.Z10,yearly,2018,WQ_in,f,0.437736,0.437736,81
H1.Z10,yearly,2018,P2,PF,0.434048,0.434048,82
H1.Z10,yearly,2018,H,Igm,0.419252,0.419252,83
H1.Z10,yearly,2018,H,Igc,0.41707,0.41707,84
H1.Z10,yearly,2018,U1,W,0.397373,0.397373,85
H1.Z10,yearly,2018,U1,W_in,0.397373,0.397373,86
H1.Z10,yearly,2018,U1,WQ,-0.397063,0.397063,87
H1.Z10,yearly,2018,U1,WQ_out,0.396857,0.396857,88
H1.Z10,yearly,2018,I2,PF,0.391858,0.391858,89
H1.Z10,yearly,2018,P,PF,0.382203,0.382203,90
H1.Z10,yearly,2018,U1,WQ_in,0.38057,0.38057,91
H1.Z10,yearly,2018,H,Ua,-0.377658,0.377658,92
H1.Z10,yearly,2018,U2,W,0.375768,0.375768,93
H1.Z10,yearly,2018,U2,W_in,0.375768,0.375768,94
H1.Z10,yearly,2018,U2,WQ,-0.375703,0.375703,95
H1.Z10,yearly,2018,U2,WQ_out,0.375527,0.375527,96
H1.Z10,yearly,2018,P3,PF,0.37414,0.37414,97
H1.Z10,yearly,2018,U2,WQ_in,0.361809,0.361809,98
H1.Z10,yearly,2018,PF2,Q,-0.349114,0.349114,99
H1.Z10,yearly,2018,Dc,Sc,0.343783,0.343783,100
H1.Z10,yearly,2018,I3,PF,0.343315,0.343315,101
H1.Z10,yearly,2018,Igm,Sc,0.313819,0.313819,102
H1.Z10,yearly,2018,Sc,Ua,-0.312832,0.312832,103
H1.Z10,yearly,2018,P1,PF,0.312626,0.312626,104
H1.Z10,yearly,2018,P2,PF2,0.312002,0.312002,105
H1.Z10,yearly,2018,Igc,Sc,0.309467,0.309467,106
H1.Z10,yearly,2018,I1,PF,0.2825,0.2825,107
H1.Z10,yearly,2018,U1,f,0.271618,0.271618,108
H1.Z10,yearly,2018,PF1,Q,-0.269419,0.269419,109
H1.Z10,yearly,2018,U2,f,0.268502,0.268502,110
H1.Z10,yearly,2018,I2,PF2,0.263243,0.263243,111
H1.Z10,yearly,2018,WQ,Dp,-0.255791,0.255791,112
H1.Z10,yearly,2018,WQ_out,Dp,0.253676,0.253676,113
H1.Z10,yearly,2018,P3,PF3,0.25198,0.25198,114
H1.Z10,yearly,2018,W,Dp,0.250055,0.250055,115
H1.Z10,yearly,2018,W_in,Dp,0.250055,0.250055,116
H1.Z10,yearly,2018,U3,f,0.24952,0.24952,117
H1.Z10,yearly,2018,U3,Igc,-0.238941,0.238941,118
H1.Z10,yearly,2018,U3,Igm,-0.235382,0.235382,119
H1.Z10,yearly,2018,PF3,WQ_in,-0.226726,0.226726,120
H1.Z10,yearly,2018,WQ,Ah,-0.223523,0.223523,121
H1.Z10,yearly,2018,P2,PF1,0.221515,0.221515,122
H1.Z10,yearly,2018,WQ_out,Ah,0.2212,0.2212,123
H1.Z10,yearly,2018,I3,U2,-0.219693,0.219693,124
H1.Z10,yearly,2018,P3,U2,-0.219371,0.219371,125
H1.Z10,yearly,2018,W,Ah,0.217387,0.217387,126
H1.Z10,yearly,2018,W_in,Ah,0.217387,0.217387,127
H1.Z10,yearly,2018,P,Igc,0.216782,0.216782,128
H1.Z10,yearly,2018,P,Igm,0.216214,0.216214,129
