meter,measurement,day,min_val,max_val,avg_val,anomaly_type,criterion
H1.Z10,WQ,2018-01-01,-1815.885,-1812.795,-1814.3385869565216,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-02,-1819.255,-1816.025,-1817.6407291666671,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-03,-1823.87,-1819.395,-1821.318194444444,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-04,-1838.47,-1824.1266666666663,-1829.2364583333335,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-05,-1866.01,-1839.49,-1852.3229166666663,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-06,-1894.78,-1867.19,-1880.9475000000002,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-07,-1923.48,-1895.98,-1909.7404166666672,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-08,-1951.87,-1924.67,-1938.3170833333331,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-09,-1979.21,-1953.07,-1966.2704166666665,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-10,-2004.37,-1980.44,-1993.08625,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-11,-2029.41,-2005.43,-2017.4383333333335,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-12,-2054.88,-2030.48,-2042.5525,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-13,-2081.61,-2055.99,-2068.784583333333,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-14,-2108.17,-2082.73,-2095.4470833333335,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-15,-2129.71,-2109.26,-2120.086736111111,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-16,-2150.25,-2130.97,-2141.3452083333336,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-17,-2172.82,-2151.52,-2163.6275,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-18,-2192.9300000000003,-2174.07,-2184.1974999999998,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-19,-2218.97,-2194.19,-2206.669166666667,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-20,-2249.48,-2220.22,-2234.870416666666,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-21,-2279.58,-2250.73,-2265.185416666667,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-22,-2305.620395949682,-2280.84,-2293.5111651745888,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-23,-2327.041339906305,-2306.9323967540827,-2317.731698729619,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-24,-2350.804580704186,-2328.357962017121,-2340.9738130126016,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-25,-2372.2607893072523,-2352.099088262513,-2362.845602551446,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-26,-2399.4180531994957,-2373.5516807689623,-2386.5862759191978,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-27,-2430.8855670747776,-2400.708012412495,-2415.8161789410788,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-28,-2461.9377760842904,-2432.170834261617,-2447.0924339331123,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-29,-2487.67,-2463.239779809613,-2476.0876681433742,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-30,-2510.74,-2488.99,-2500.345191353637,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-01-31,-2539.04,-2512.0,-2525.6366666666663,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-01,-2562.53,-2540.34,-2552.2695833333332,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-02,-2583.15,-2563.7200000000003,-2573.4612500000007,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-03,-2613.73,-2584.43,-2599.0733333333337,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-04,-2643.69,-2614.98,-2629.341250000001,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-05,-2669.71,-2644.94,-2658.2104166666672,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-06,-2692.02,-2670.64,-2681.3275,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-07,-2713.29,-2692.95,-2703.2887499999993,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-08,-2734.27,-2714.16,-2724.1341666666663,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-09,-2756.89,-2735.19,-2745.945833333333,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-10,-2780.05,-2757.84,-2768.9383333333335,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-11,-2803.87,-2781.0,-2792.3170833333334,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-12,-2828.03,-2804.88,-2816.2450000000003,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-13,-2855.27,-2829.17,-2842.2358333333336,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-14,-2878.4700000000003,-2856.4,-2867.549583333333,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-15,-2907.81,-2879.79,-2893.5441666666666,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-16,-2934.2,-2909.2000000000003,-2922.4950000000003,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-17,-2964.53,-2935.45,-2949.90625,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-18,-2994.77,-2965.79,-2980.2491666666665,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-19,-3013.65,-2996.05,-3005.694583333334,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-20,-3035.21,-3014.91,-3025.598333333334,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-21,-3057.74,-3036.46,-3047.4120833333345,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-22,-3084.94,-3058.9300000000003,-3071.7029166666666,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-23,-3114.96,-3086.2000000000003,-3100.57,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-24,-3145.3900000000003,-3116.2200000000003,-3130.770833333334,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-25,-3175.36,-3146.65,-3160.9995833333337,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-26,-3196.53,-3176.6200000000003,-3188.592916666667,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-27,-3213.43,-3197.77,-3207.922916666668,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-02-28,-3225.4,-3214.48,-3219.9075,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-01,-3249.4,-3223.63,-3237.38125,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-02,-3271.8900000000003,-3250.3300000000004,-3261.108736338798,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-03,-3294.289672131148,-3272.82,-3283.5352595628415,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-04,-3316.86,-3295.2396721311484,-3306.076591530055,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-05,-3336.1600000000003,-3317.8,-3327.3687499999996,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-06,-3360.28,-3337.42,-3349.7279166666667,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-07,-3390.56,-3361.56,-3376.066557377049,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-08,-3416.09,-3391.849672131148,-3404.611147540984,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-09,-3441.82,-3417.34,-3430.0899999999997,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-10,-3472.11,-3443.09,-3457.59287568306,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-11,-3502.4700000000003,-3473.389672131148,-3487.9640027322403,물리적이상(음수누적값),min_val < 0
H1.Z10,WQ,2018-03-12,-3528.32,-3503.76,-3515.9970833333323,물리적이상(음수누적값),min_val < 0
